AppNumber,ApplicantType,Institution,OrganizationType,InstCity,InstState,InstPostalCode,InstCountry,CongressionalDistrict,Latitude,Longitude,CouncilDate,YearAwarded,ProjectTitle,Program,Division,ApprovedOutright,ApprovedMatching,AwardOutright,AwardMatching,OriginalAmount,SupplementAmount,BeginGrant,EndGrant,ProjectDesc,ToSupport,PrimaryDiscipline,SupplementCount,Supplements,ParticipantCount,Participants,DisciplineCount,Disciplines
CHA-261870-20,1,"University of California, Santa Barbara",University,Santa Barbara,CA,93106-0001,USA,24,34.41698,-119.84639,7/1/2018 12:00:00 AM,2018,Collection Preservation and Study Center,Infrastructure and Capacity Building Challenge Grants,Challenge Programs,0.0000,326593.0000,0.0000,104833.0000,104833.0000,0.0000,8/1/2018 12:00:00 AM,7/31/2025 12:00:00 AM,"<p>The Art, Design &amp; Architecture Museum at the University
of California, Santa Barbara (AD&amp;AM) has built an international reputation
through its Architecture and Design Collection. Encompassing the history of
Southern California architecture, landscape design, and urbanism from the late
19th to the early 21st century, this still growing collection is the essential
archival resource for the study of Southern California through the prism of the
built environment. The AD&amp;AM requests $326,593 as part of a $1,306,371 NEH
Challenge grant to enhance the Museum’s infrastructure for collection preservation,
access and growth by supporting the renovation of a new Collection Preservation
and Study Center. The Center is needed to preserve and enable growth of the
collection, and to foster intensive and innovative use of the collection by
students and scholars through on-site visits and online access. Funds will be
raised from foundations, individual and corporate donors.</p>","Renovation of a university property to house the
museum’s collections as well as a research and study center.",Art History and Criticism,0,,4,Bruce Robertson [Project Director]; Elyse Gonzales [Project Director]; Silvia Perea [Project Director]; Gabriel Ritter [Project Director],1,Art History and Criticism
CHA-264420-20,1,Maine State Museum,General Museum,Augusta,ME,04333-0001,USA,2,44.41405,-69.75191,3/1/2019 12:00:00 AM,2019,Maine State Museum Education Center,Infrastructure and Capacity Building Challenge Grants,Challenge Programs,0.0000,95000.0000,0.0000,95000.0000,95000.0000,0.0000,5/1/2019 12:00:00 AM,4/30/2024 12:00:00 AM,"This project seeks a $95,000 challenge grant to complete capital fundraising for a new education center to be built within the Maine State Museum in Augusta, Maine. The center will transform the museum's already well-regarded educational work by giving it important new capacities and versatility. The center will provide essential specially-designed space and technologies to allow museum educators to better deliver humanities-based, interactive 21st century learning opportunities to some 50,000 visitors annually.","The construction of a new education center to
offer enhanced humanities programming, particularly for school-age audiences,
at the Maine State Museum in Augusta, Maine.",Cultural History,0,,1,Bernard Fishman [Project Director],1,Cultural History
CHA-264437-20,1,"Anthology Film Archives, Inc.",Archive,New York,NY,10009,USA,1,40.72649,-73.98101,3/1/2019 12:00:00 AM,2019,Anthology Film Archives Library Project,Infrastructure and Capacity Building Challenge Grants,Challenge Programs,0.0000,750000.0000,0.0000,750000.0000,750000.0000,0.0000,5/1/2019 12:00:00 AM,12/31/2024 12:00:00 AM,"Anthology Film Archives (AFA) is requesting a $750,000 NEH Challenge Grant to support the construction of a new, publicly accessible library. The library is the centerpiece of a major capital project to expand and renovate AFA’s facilities—for 30 years housed in Manhattan’s 1919 former Second Avenue Courthouse building—which will nearly double AFA’s overall space from 20,000 to 35,000 square feet. The total project budget is $15.3 million with $10.5M raised to date. AFA has received cash donations and pledges from foundations and individuals totaling $5.5M; the City of New York has committed $4.5M; and an additional $4.8M remains to be raised, $3.75M of which will be dedicated to the library. Major outcomes for the project will be to improve conditions for the preservation, study, and exhibition of artist-made film and media, enabling AFA to serve significantly more visitors and ensure its invaluable collections are preserved at the highest standards and more broadly accessible to all.","<p>Construction
of a new library unit, as part of a larger renovation of the Anthology Film
Archives (AFA), to improve preservation and provide access to rare printed
materials and unique archival collections documenting the history of American
and international experimental cinema.</p>",Film History and Criticism,0,,1,John Mhiripiri [Project Director],1,Film History and Criticism
FEL-267194-20,2,Pennsylvania State University,Four-Year College,University Park,PA,16802-1503,USA,15,40.803660,-77.854320,12/1/2019 12:00:00 AM,2019,The First Novel Specially Written for Women: An Edition and Translation of Jacopo Caviceo's Peregrino (1508),Fellowships,Research Programs,30000.0000,0.0000,30000.0000,0.0000,30000.0000,0.0000,7/1/2020 12:00:00 AM,12/31/2020 12:00:00 AM,"A six-month NEH Individual Fellowship will permit the completion of the first-ever English translation from Italian and a substantial critical introduction of Jacopo Caviceo's <em>Peregrino </em>(1508). The European bestseller has been called ""the first novel specially written for women"" (Letizia Panizza in <em>The Cambridge History of Italian Literature</em>) and was the first prose romance dedicated to a historical woman (Lucrezia Borgia).","Research and writing leading to the first English translation of the popular
early Italian novel <em>Peregrino</em> by
Jacopo Caviceo (1508).",Italian Literature,0,,1,Sherry Roush [Project Director],1,Italian Literature
FEL-267212-20,2,University of Kentucky Research Foundation,Four-Year College,Lexington,KY,40506-0004,USA,6,38.03919,-84.50654,12/1/2019 12:00:00 AM,2019,The Aesthetic Cold War: Decolonization and Global Literature,Fellowships,Research Programs,30000.0000,0.0000,30000.0000,0.0000,30000.0000,0.0000,2/1/2020 12:00:00 AM,7/31/2020 12:00:00 AM,"During the Cold War, both the US and the Soviet
Union jockeyed for geopolitical influence in what was then called the Third
World. The superpowers also competed for intellectual influence by sponsoring
literary activities in Africa, Asia, and the Caribbean. The Congress for
Cultural Freedom (organized clandestinely by the CIA), the US State Department,
and the Soviet Writers' Union funded outreach programs in the decolonizing
world, hosting international conferences, establishing publishing houses and
magazines, and sponsoring cultural exchange programs. Surprisingly, writers
from decolonizing areas did not line up neatly into Cold War camps. As archival
research demonstrates, writers were willing to accept patronage from both US
and Soviet agencies. This includes some of the leading intellectuals the day,
such as Chinua Achebe, Alex La Guma, Wole Soyinka, and Ngugi wa Thiong'o.&nbsp;","Completion of a book on the literary production
in Africa, Asia, and the Caribbean under the influence of Cold War politics.","Literature, General",0,,1,Peter Kalliney [Project Director],3,"African Literature; British Literature; Literature, General"
FEL-267217-20,2,Trustees of Tufts College Inc.,Four-Year College,Somerville,MA,02144-2401,USA,7,42.39959,-71.12488,12/1/2019 12:00:00 AM,2019,The Modern Conception of Sovereignty: A New Edition of Jean Bodin's The Six Bookes of a Commonweale,Fellowships,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,7/1/2021 12:00:00 AM,6/30/2022 12:00:00 AM,"Preparation of a new, cleaned-up, annotated edition of Jean Bodin's political treatise The Six Bookes of a Commonweale, which was translated by Richard Knolles in 1606 and is no longer in print, despite its extensive influence on modern political thought.","Editing, research, and writing annotations leading to the publication of an edition of French political philosopher Jean Bodin’s (1530-1596) <em>The Six Bookes of a Commonweale </em>(1576).",Political Theory,0,,1,Ioannis Evrigenis [Project Director],3,"Philosophy, Other; Political Theory; Renaissance History"
FEL-267222-20,2,University of Edinburgh,University,Edinburgh,Un,EH8 9AG,Scotland,2,Unknown,unknown,12/1/2019 12:00:00 AM,2019,The Prestes Column Rebellion: An Interior History of Twentieth-Century Brazil,Fellowships,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,9/1/2020 12:00:00 AM,8/31/2021 12:00:00 AM,"This project offers the first critical reinterpretation of one of the most mythologized events in Brazilian history: the Prestes Column rebellion, when from 1924 to 1927, a group of junior army officers marched nearly 25,000 kilometers through Brazil's vast interior. While existing scholarship has treated the passage through the interior as a backdrop to the rebellion, I focus on the interior regions themselves, exploring how the country's so-called “backlands"" served as both a place and a concept in the formation of modern Brazil. By analyzing the rebel passage through the interior and also the meanings attached to that experience afterwards, I will chart the Column's political, conceptual, and geographic significance throughout the twentieth century.My study of the Prestes Column will also serve to develop an entirely new subfield: interior history, an innovative approach for studying Brazil and also Latin America as a whole.","Research and writing leading to a
book on the Prestes Column, a rebellion of military personnel that shook
Brazilian politics and ignited the public imagination during the 1920s.",Latin American History,0,,1,Jacob Blanc [Project Director],2,Latin American History; Rural Studies
FEL-267225-20,2,University of Florida,Center For Advanced Study/Research Institute,Gainesville,FL,32611-0001,USA,3,29.64506,-82.3521,12/1/2019 12:00:00 AM,2019,"Patriots and Traitors in Revolutionary Cuba, 1961-1981",Fellowships,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,8/1/2020 12:00:00 AM,7/31/2021 12:00:00 AM,"“These children will be patriots or traitors,” a poster declared in 1965 Cuba, “you decide. Teach them the work of the Revolution.” Yet citizens rarely responded to this call with unconditional support. For this reason, in the 1970s, the state turned to “rehabilitation” of citizens through labor camps, Soviet pedagogy designed to create a “Communist personality in every child” and finally, Fidel’s launch of the Mariel Boatlift in 1980—a policy to rid Cuba of critics accused of lacking “revolutionary genes”. What was it like to grow up in this Cuba? How did leaders go from “teaching the work of the Revolution” to repression and exclusion?  Through unused archives and oral history, I delve into the mechanisms through which grassroots support was constructed and challenged. Finding that the burdens of revolutionary citizenship often blurred lines, I illuminate an ironically apolitical nation within the binary of patriot vs. traitor: there, a creative, collective individualism thrived.","Research and writing leading to a
book on youth education programs during the Cuban Revolution between 1961 and
1981.",Latin American History,0,,1,Lillian Guerra [Project Director],3,Cultural History; Latin American History; Latin American Studies
FEL-267248-20,2,Duquesne University,University,Pittsburgh,PA,15282-0001,USA,12,40.436970,-79.992840,12/1/2019 12:00:00 AM,2019,"The Professor Was a Spy: A Biography of Norman Holmes Pearson (1909-1975), American Literary Scholar",Fellowships,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,7/1/2021 12:00:00 AM,6/30/2022 12:00:00 AM,"As a scholar, teacher, networker, and spy, Norman Holmes Pearson's influence in 20th century American culture was profound, although barely known. With this NEH fellowship, I will complete my biography of Pearson. But this is a cultural biography, using Pearson’s life, experiences, and accomplishments to illustrate the evolution of American society from the 1920s to the 1970s, with a particular focus on how elite culture came together in the 1940s and 1950s to advance a political, cultural, and aesthetic vision of America, and how that consensus fell apart with Vietnam.","Research and writing leading to a cultural biography of Norman Holmes Pearson (1909-1975), a proponent of literary modernism, a U.S. intelligence operative, and a founding father of American Studies.",Cultural History,0,,1,Gregory Barnhisel [Project Director],2,American Literature; Cultural History
FEL-267252-20,2,George Mason University,Four-Year College,Fairfax,VA,22030-4444,USA,11,38.835420,-77.307560,12/1/2019 12:00:00 AM,2019,"Abstract Art in the Andes, 1950-1970",Fellowships,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,9/1/2020 12:00:00 AM,8/31/2021 12:00:00 AM,"Informalist abstraction (also referred to as gestural or lyrical abstraction) emerged as a dominant trend in Andean art in the 1950s and 1960s, simultaneous to and in dialogue with the advent of this variant of abstraction in Europe and the United States. Yet Andean artists declared abstraction as their heritage and, by working in this manner, they believed that were finally disengaging themselves from the legacies of colonialism, assuming and transforming an aesthetic that was already rightfully theirs. This investigation will examine the nuances of postwar Andean artists’ references to pre-Columbian abstract designs, the politics and implications of this posture at home and in the international art world, and its effectiveness as an aesthetic strategy in these spheres.","Research and writing of a book about 20th-century abstract art from the Andean countries Bolivia, Ecuador, and Peru.",Art History and Criticism,0,,1,Michele Greet [Project Director],2,Art History and Criticism; Latin American Studies
FEL-267328-20,2,Bucknell University,Four-Year College,Lewisburg,PA,17837-2005,USA,15,40.954780,-76.889810,12/1/2019 12:00:00 AM,2019,Gandhi's Ashrams: Residential Experiments for Universal Wellbeing,Fellowships,Research Programs,30000.0000,0.0000,30000.0000,0.0000,30000.0000,0.0000,2/1/2020 12:00:00 AM,7/31/2020 12:00:00 AM,"Gandhi is known worldwide for his nonviolent fight for India’s independence from colonial rule. Lesser known are his utopian residential experiments conducted at the intentional communities, or ashrams, that he founded in South Africa and India: Phoenix Settlement (est. 1904), Tolstoy Farm (est. 1910), Sabarmati Ashram (est. 1915), and Sevagram Ashram (est. 1936). Residents engaged in small-scale experiments with ideals and methods for living a just life that Gandhi would apply to larger-scale social, religious, and political problems. This book focuses on the communal observances undertaken by Gandhi and his co-residents to illuminate the evolution of Gandhi’s concept of sarvodaya, universal wellbeing. It argues: First, that voluntary self-control, which at times bled into self-sacrifice, was central to Gandhi’s utopian philosophy of sarvodaya; and second, that Gandhi’s intentional communities were the necessary conditions for his experiments with and articulation of that philosophy.","Research and writing a history of four utopian communities, established by Mohandas Gandhi in South Africa and India between 1904 and 1936, which provided a model for his social thought and politics.",South Asian Studies,0,,1,Karline McLain [Project Director],2,Nonwestern Religion; South Asian Studies
FEL-267334-20,2,"University of Texas, San Antonio",Four-Year College,San Antonio,TX,78249-1644,USA,20,29.576130,-98.610690,12/1/2019 12:00:00 AM,2019,"The History of a Periphery: Spanish Colonial Cartography from Colombia’s Pacific Lowlands, 1710-1810",Fellowships,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,9/1/2020 12:00:00 AM,8/31/2021 12:00:00 AM,"This book-length project tells a new story about frontier regions, nature, and the limits of empire. It illuminates the pivotal role that African and indigenous inhabitants played in the economy of a gold mining region in the Viceroyalty of Nueva Granada during the last century of Spanish colonial rule. Drawing from unpublished manuscript maps and archival documents, this project reconstructs little-studied communities that existed beyond the margins of the colonial system and reveals an alternate view of the Spanish empire, one with distinct protagonists and different priorities than previously understood. This project highlights how rivers—ubiquitous in this region—acted as a channel for contraband, a lifeline to miners, and a pathway to freedom for African slaves.","Research and writing leading to a book on unpublished maps depicting the economic life of free
and enslaved Africans in Nueva Granada (modern-day Colombia) during the
18th century.",Art History and Criticism,0,,1,Juliet Wiersema [Project Director],3,African History; Art History and Criticism; Latin American History
FEL-267379-20,2,Providence College,Four-Year College,Providence,RI,02918-7000,USA,2,41.842130,-71.440410,12/1/2019 12:00:00 AM,2019,Banking on Slavery in the Antebellum American South,Fellowships,Research Programs,35000.0000,0.0000,35000.0000,0.0000,35000.0000,0.0000,1/1/2021 12:00:00 AM,7/31/2021 12:00:00 AM,"This project focuses on the conscious choices made by bankers to directly, knowingly, and explicitly interact with the slave system. My research reveals that southern commercial banks accepted slaves as collateral for loans, helped underwrite the sale of slaves, and sold slave property as part of foreclosure proceedings. Commercial bank involvement with slavery occurred throughout the antebellum period and across the South, placing southern banks at the heart of the domestic slave trade. This project will result in the first major monograph on the relationship between banking and slavery, as well as serving as a corrective to the conclusions of several scholars collectively called the “new historians of capitalism.” Most banks limited their direct involvement with slavery, demonstrating that capitalism did not need slavery to develop. Slavery was intricately, but not inevitably, tied up with the capitalist system.",Completion of&nbsp;a book on the relationship between banking and slavery in the antebellum South.,U.S. History,0,,1,Sharon Murphy [Project Director],3,African American History; Economic History; U.S. History
FEL-267414-20,2,University of Georgia,University,Athens,GA,30602-0001,USA,10,33.95023,-83.37298,12/1/2019 12:00:00 AM,2019,Reclaiming Realism: From Documentary Film in Africa to African Documentary Film,Fellowships,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,7/1/2020 12:00:00 AM,6/30/2021 12:00:00 AM,"The first book in English to focus on African documentary, “Reclaiming Realism” will explore the aesthetic, sociopolitical, and historical development of nonfiction film in West and Central Africa. For over half a century, French colonial documentary claimed to capture the truth about Africa and Africans. After independence, African filmmakers reclaimed the cinema and their cinematic image by experimenting with documentary content, voice and style. This project will demonstrate the vital importance of documentary first to French colonialism, then to a post-independence reframing of African identities and modes of filmic discourse. A transnational study that highlights the complex interactions between colonial and postcolonial cinemas, “Reclaiming Realism” intervenes in contemporary critical debates about global documentary and the very nature of filmic representations of reality.","Completion of&nbsp;a book about the history of&nbsp;documentary filmmaking in West and Central
Africa, from the French colonial period to the present.",Film History and Criticism,0,,1,Rachel Gabara [Project Director],3,African Studies; Film History and Criticism; French Language
FEL-267420-20,2,University of Chicago,University,Chicago,IL,60637-5418,USA,1,41.78956,-87.60114,12/1/2019 12:00:00 AM,2019,The Information Defense Industry: A History,Fellowships,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,7/1/2020 12:00:00 AM,6/30/2021 12:00:00 AM,"The information defense industry is the enterprise that works to uphold information and intellectual property in today’s world. A composite global enterprise involving major corporations, policing institutions, and public agencies, it uses technology, enforcement, litigation, and lobbying to combat counterfeiting and piracy of all kinds. The industry has coalesced in the last 50 years out of disparate forces that had existed for centuries. It now plays a major, but largely unacknowledged, role in shaping the information society itself. I propose writing the first history of this industry. Starting with the guild practices of the European Renaissance, it will reveal the long and contentious process that has led from them to today’s sophisticated enterprise. My book should help us understand how the defining issues of our information politics – those concerning privacy, security, authenticity, and property – attained their current form, and thereby help us devise ways of tackling them.","Research and writing leading to a book on the
history of individual privacy and intellectual property from the Renaissance to
the present.",History of Science,0,,1,Adrian Johns [Project Director],3,"Cultural History; History of Science; History, General"
HB-267428-20,2,"CUNY Research Foundation, Queens College",Four-Year College,Flushing,NY,11367-1575,USA,6,40.73745,-73.81863,12/1/2019 12:00:00 AM,2019,Stranger Studies: 'Gypsies' and Race-Making in the Premodern Middle East,Awards for Faculty,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,2/1/2020 12:00:00 AM,1/31/2021 12:00:00 AM,"Historians  of the Roma (Gypsies) work under the assumption that the earliest written records about their subject were produced by fifteenth-century non-Roma in Europe and the Ottoman Empire.  My recent work identifies the classical Arabic term for Roma and Roma-affiliated wandering groups as Strangers (ghuraba') and uses this ethnonym as an entry into the reconstruction of the community’s medieval languages and its material and intellectual cultures. This new transhistorical and transregional discipline—which I call Stranger Studies—will generate a full reimagination of the make-up of Central Asian, Middle Eastern, North African, and European societies.","Research
and writing leading to a book about Roma language and culture in
the premodern Middle East.",Near and Middle Eastern History,0,,1,Kristina Richardson [Project Director],2,Ethnic Studies; Near and Middle Eastern History
FEL-267436-20,2,Pennsylvania State University,Four-Year College,University Park,PA,16802-1503,USA,15,40.803660,-77.854320,12/1/2019 12:00:00 AM,2019,An Inquiry into Humanist Reason,Fellowships,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,7/1/2020 12:00:00 AM,6/30/2021 12:00:00 AM,"This project first describes, and then revises,
our understanding of how scholars in the humanities think -- how they use
evidence, how they argue, how they come to the truth. It begins with an
exploration of the philosophical roots of humanist epistemology in the
formation of the modern, tripartite university (characterized by the division
into the sciences, the humanities, and the social sciences). It continues
through an exploration of the Kantian roots of that philosophy, and closes with
""articles of reason:"" a list of principles that most humanists today
believe in and practice in their scholarship and teaching. Against caricatures
of the humanities as ideologically motivated, or even well-meaning descriptions
of humanist work as subjectively oriented toward the individual or the unique, this
project makes the case for the humanities as reason, as a critical social form
of thinking and argument that is, like every other such form, supported (and
changed) by the evidence it makes.","Completion of a book on the philosophical
history of the divide between humanities, social sciences, and science, and the future of humanistic thought.",Literary Criticism,0,,1,Eric Hayot [Project Director],2,Comparative Literature; Literary Criticism
FEL-267442-20,2,Harvard University,Center For Advanced Study/Research Institute,Cambridge,MA,02138-3800,USA,5,42.373120,-71.118260,12/1/2019 12:00:00 AM,2019,The Limits of Life in Early Modern Europe (1450-1700),Fellowships,Research Programs,30000.0000,0.0000,30000.0000,0.0000,30000.0000,0.0000,2/1/2020 12:00:00 AM,7/31/2020 12:00:00 AM,"We are living longer and longer. However, contrary to popular opinion, longevity is not a uniquely modern phenomenon. The Limits of Life explores the cultural and scientific world of advanced old age in early modern Europe (1450-1700). While many in this period were particularly intrigued by the possibility of extending human life, physicians and natural philosophers were also deeply concerned about the political, philosophical, ecological, and social implications of longevity. Expanding beyond the historical demography of Renaissance Italy, my research builds on recent scholarship interested in the cultural and medical history of death and dying. My research probes the ways that ideas about mortality and longevity crossed between elite spaces and popular discourse both in print and through well-documented encounters with the bodies of the aged. Longevity, as both a goal and a lived reality, revealed the religious, social, and embodied limits of early modern life.",No to support statement,Renaissance History,0,,1,Hannah Marcus [Project Director],2,History of Science; Renaissance History
FEL-267473-20,2,University of Connecticut,Four-Year College,Storrs,CT,06269-9000,USA,2,41.80636,-72.24835,12/1/2019 12:00:00 AM,2019,"Expression, Communication, and Origins of Meaning",Fellowships,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,1/1/2021 12:00:00 AM,12/31/2021 12:00:00 AM,"We humans are not the only minded creatures in the world. Nonhuman animals, too, can have various states of mind, both affective and cognitive. But, as far as we know, we are the only creatures who speak their minds. How could this come to pass? How could some animals – descendants of speechless animals – come to develop the capacity to speak their minds? My project aims to offer an original philosophical perspective on the long-standing puzzle of the origins of linguistic meaning. The project integrates conceptual tools and theoretical insights from philosophy, linguistics, comparative psychology, anthropology, biology of communication, and cognitive science.",Completion of a book on the origins of language.,"Philosophy, General",0,,1,Dorit Bar-On [Project Director],3,"Interdisciplinary Studies, Other; Philosophy of Language; Philosophy, General"
HB-267485-20,2,Xavier University of Louisiana,Four-Year College,New Orleans,LA,70125-1056,USA,2,29.965290,-90.108840,12/1/2019 12:00:00 AM,2019,"Imagining the Tropics: Women, the Professionalization of Caribbean Tourism, and the Conjuring of Island Fantasy, 1890 - 1980",Awards for Faculty,Research Programs,55000.0000,0.0000,55000.0000,0.0000,55000.0000,0.0000,9/1/2020 12:00:00 AM,8/31/2021 12:00:00 AM,"I am applying for a 12-month award (full funding for summer 2020 and spring 2021 and three-fourths funding for fall 2020) to complete the final three chapters of a proposed book entitled Imagining the Tropics: Women, the Professionalization of Caribbean Tourism, and the Conjuring of Island Fantasy 1890 – 1980. The book addresses women’s roles in Caribbean tourism development across the twentieth century. The award will facilitate the second stage of the project, including completion of research (3 months) and writing (9 months). While often neglected in the historical narrative, my research reveals that women were crucial to the development of Caribbean tourism. Imagining the Tropics complicates a history that views modern tourism as a predominantly male-constructed fantasy, clarifies the mechanisms that built Caribbean visions of tropical escape, and frames a regional approach that highlights the incredible impact of women – Caribbean and otherwise – on this ever-expanding industry.",Research and writing leading to a book on women’s role in the development of the Caribbean tourism industry during the 20th century.,Women's History,0,,1,Elizabeth Manley [Project Director],3,Area Studies; Latin American History; Women's History
SO-267495-20,1,Wisconsin Humanities Council,State Humanities Council,Madison,WI,53705-5202,USA,2,43.067900,-89.438630,7/1/2019 12:00:00 AM,2019,State Humanities Program,State Humanities Councils General Operating Support Grants,Federal/State Partnership,3424696.0000,40540.0000,3424696.0000,40540.0000,3465236.0000,0.0000,11/1/2019 12:00:00 AM,10/31/2024 12:00:00 AM,State Humanities Program for the state of Wisconsin.,General operating support for state or territorial humanities council,"Interdisciplinary Studies, Other",14,,4,Roberta Maguire [Project Director]; Arnold Chevalier [Project Director]; Diane Lichtenstein [Project Director]; Jan Larson [Project Director],1,"Interdisciplinary Studies, Other"
FEL-267498-20,2,University of Utah,Four-Year College,Salt Lake City,UT,84112-9049,USA,1,40.76557,-111.85043,12/1/2019 12:00:00 AM,2019,"A Rhetorical History of Women Shaping the Trajectory of Fertility Science, 1870-1970",Fellowships,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,8/1/2020 12:00:00 AM,7/31/2021 12:00:00 AM,"This rhetorical history project analyzes the scientific, public, and interpersonal communication of three women who were central to the development and implementation of fertility science as it is known today. Reformer Julia Ward Howe, psychoanalyst Helene Deutsch, and gynecologist Sophia Kleegman communicated from different social locations and time periods to push back against—and contribute to—scientific orthodoxy. I contend that the fissures they created in scholarly and mainstream discourses about reproductive health functioned to expand the scope of infertility diagnosis and treatment regimens, and to loosen long-held clinical beliefs about women as the central players in fertility related ills. This analysis identifies the discursive strategies that these actors employed to intervene in fertility studies and demonstrates how interventions in science often unfold not in terms of revolutions but in terms of multimodal, nonlinear, and longitudinal communicative negotiations.","Research and writing leading to a book on the
rhetorical practices of three American women involved in the study of
fertility.",Communications,0,,1,Robin Jensen [Project Director],3,"Communications; History and Philosophy of Science, Technology, and Medicine; Women's History"
FEL-267501-20,2,Gettysburg College,Four-Year College,Gettysburg,PA,17325-1483,USA,13,39.833710,-77.232910,12/1/2019 12:00:00 AM,2019,A Biography of American Author Elizabeth Stuart Phelps (1844-1911),Fellowships,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,9/1/2020 12:00:00 AM,8/31/2021 12:00:00 AM,"Elizabeth Stuart Phelps (1844-1911) was a
bestselling and influential US author across the second half of the nineteenth
century. Her most famous book, <em>The Gates
Ajar</em>&nbsp;(1868), presented a vision of heaven that continues to shape
expectations about the afterlife to this day. A voice for reform and an
advocate for the rights of women, Phelps was a peer of the male authors who
still dominate the late-century canon, publishing alongside them in periodicals
and volumes. Despite her talents as a writer and her contributions to American
intellectual history, there is no critical biography of this important author:
""Elizabeth Stuart Phelps: The Woman Who Invented Heaven"" will correct
this oversight. Drawing on archival research and published histories, the
biography will introduce Phelps to a general audience, locating her life and
works in a rich account of US culture, and provide scholars with a synthetic
account of this prominent figure in American literary history.","Research and writing of an intellectual and
cultural biography of American author Elizabeth Stuart Phelps (1844-1911).",American Literature,0,,1,Elizabeth Duquette [Project Director],3,American Literature; American Studies; Women's History
FEL-267507-20,2,Hofstra University,University,Hempstead,NY,11549-1000,USA,4,40.717800,-73.601600,12/1/2019 12:00:00 AM,2019,Christian Spain before the Crusades: Power and Pragmatism in Eleventh-Century Iberia,Fellowships,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,9/1/2020 12:00:00 AM,8/31/2021 12:00:00 AM,"The dangerous perception that medieval Europe was a theater of implacable holy war and that Spain was the arena of religiously-driven Reconquista is widespread. This project questions this perception through a study of the Iberian realms of León, Galicia, and Castile in the eleventh century, under Fernando I (1037-65) and Queen Sancha (d. 1067); it will be the first study of the reign in English. The period is often seen as one in which their Christian kingdom gained the upper hand over the weaker Islamic states of al-Andalus. Historians have generally believed that Fernando aspired to imperial authority in Iberia, developed a close relationship with the French monastic order of Cluny, and exerted dominance over the Islamic states to the south. This project challenges all these presumptions. Through an original analysis of royal charters and narrative sources, it traces the pragmatic nature of power and a geopolitical environment in which religious identity was by no means paramount.","Research and writing
leading to a book on relations between 11th-century
Christian rulers of León and the Islamic states of al-Andalus.",Medieval History,0,,1,Simon Doubleday [Project Director],3,European History; Medieval History; Medieval Studies
FEL-267532-20,2,"SUNY Research Foundation, Binghamton",Two-Year College,Binghamton,NY,13902-4400,USA,19,42.09521,-75.96456,12/1/2019 12:00:00 AM,2019,"Trafficking, Travel, and Illicit Migration in the Early Twentieth-Century French Atlantic World",Fellowships,Research Programs,60000.0000,0.0000,60000.0000,0.0000,60000.0000,0.0000,6/1/2020 12:00:00 AM,5/31/2021 12:00:00 AM,"This project investigates early twentieth-century debates on trafficking through the lens of migration history, and how women’s mobility raised key questions about the distinction between free movement and unauthorized migrations. The “traffic in women” generated copious documentation on such themes as border policing, passport controls, immigration law, deportation, and repatriation. In addition, letters written by ostensibly trafficked women, their families, and members of criminal networks reveal the lived experience of these migrations. Focusing primarily on the transatlantic route between France and the Americas, the project situates both the discourse and experience of early twentieth-century trafficking within a longer history of free and unfree labor, sex work, mobility, and globalization. It thereby deepens our understanding of human trafficking, one of the most visible and controversial human rights issues of our time.",Research and writing leading to a book on the history of trafficking between France and the Americas in the early 20th century.,Immigration History,0,,1,Elisa Camiscioli [Project Director],3,European History; Immigration History; Women's History
